reaction name	ECN	has match in metaCyc	contains atom mapping	left mets	right mets	missingMets
UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase (liver)	2.4.1.117	False	False	XCCTYIAWTASOJW-XVFCMESISA-N+15812	57683+HSCJRCZFDFQWRP-RDKQLNKOSA-N	
UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase (uterus)	2.4.1.117	False	False	XCCTYIAWTASOJW-XVFCMESISA-N+15812	57683+HSCJRCZFDFQWRP-RDKQLNKOSA-N	
UDPglucuronate uridine-diphosphohydrolase		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XCCTYIAWTASOJW-XVFCMESISA-N+AEMOLEFTQBMNLQ-WAXACMCWSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+HDYANYHVCAPMJV-LXQIFKJMSA-N	
UDPglucuronate uridine-monophosphohydrolase		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+DJJCXFVJDGTHFX-XVFCMESISA-N+AIQDYKMWENWVQJ-AQKNRBDQSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+HDYANYHVCAPMJV-LXQIFKJMSA-N	
UMP kinase		True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N+XCCTYIAWTASOJW-XVFCMESISA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (CTP)	2.7.4.14	False	False	XCCTYIAWTASOJW-XVFCMESISA-N+ZWIADYZPOWUWEW-XVFCMESISA-N	PCDQPRRSZKQHHS-XVFCMESISA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (CTP),nuclear	2.7.4.14	False	False	ZWIADYZPOWUWEW-XVFCMESISA-N+XCCTYIAWTASOJW-XVFCMESISA-N	PCDQPRRSZKQHHS-XVFCMESISA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (GTP)	2.7.4.14	False	False	XCCTYIAWTASOJW-XVFCMESISA-N+QGWNDRXFNXRZMB-UUOKFMHZSA-N	XKMLYUALXHKNFT-UUOKFMHZSA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (GTP),nuclear	2.7.4.14	False	False	XCCTYIAWTASOJW-XVFCMESISA-N+QGWNDRXFNXRZMB-UUOKFMHZSA-N	XKMLYUALXHKNFT-UUOKFMHZSA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (UTP)	2.7.4.14	False	False	XCCTYIAWTASOJW-XVFCMESISA-N	PGAVKCOVUIYSFO-XVFCMESISA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (UTP),nuclear	2.7.4.14	False	False	XCCTYIAWTASOJW-XVFCMESISA-N	PGAVKCOVUIYSFO-XVFCMESISA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (dATP)	2.7.4.14	False	False	XCCTYIAWTASOJW-XVFCMESISA-N+DAEAPNUQQAICNR-RRKCRQDMSA-N	SUYVUBYJARFZHO-RRKCRQDMSA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (dATP),nuclear	2.7.4.14	False	False	DAEAPNUQQAICNR-RRKCRQDMSA-N+XCCTYIAWTASOJW-XVFCMESISA-N	SUYVUBYJARFZHO-RRKCRQDMSA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (dCTP)	2.7.4.14	False	False	XCCTYIAWTASOJW-XVFCMESISA-N+FTDHDKPUHBLBTL-SHYZEUOFSA-N	RGWHQCVHVJXOKC-SHYZEUOFSA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (dCTP),nuclear	2.7.4.14	False	False	FTDHDKPUHBLBTL-SHYZEUOFSA-N+XCCTYIAWTASOJW-XVFCMESISA-N	RGWHQCVHVJXOKC-SHYZEUOFSA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (dGTP)	2.7.4.14	False	False	XCCTYIAWTASOJW-XVFCMESISA-N+CIKGWCTVFSRMJU-KVQBGUIXSA-N	HAAZLUGHYHWQIW-KVQBGUIXSA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (dGTP),nuclear	2.7.4.14	False	False	CIKGWCTVFSRMJU-KVQBGUIXSA-N+XCCTYIAWTASOJW-XVFCMESISA-N	HAAZLUGHYHWQIW-KVQBGUIXSA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase (mitochondrial, ATP)		True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N+XCCTYIAWTASOJW-XVFCMESISA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
UMP kinase, nuclear	2.7.4.14	True	True	XCCTYIAWTASOJW-XVFCMESISA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+DJJCXFVJDGTHFX-XVFCMESISA-N	
URCN		True	True	HEXMLHKQVUFYME-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+LOIYMIARKYCTBW-OWOJBTEDSA-N	
UTP-glucose-1-phosphate uridylyltransferase	2.7.7.9	False	False	XPPKVPWEQAFLFU-UHFFFAOYSA-N+HSCJRCZFDFQWRP-RDKQLNKOSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+HXXFSFRBOHSIMQ-VFUOTHLCSA-N+PGAVKCOVUIYSFO-XVFCMESISA-N	
UTP:D-fructose-6-phosphate 1-phosphotransferase EC:2.7.1.11	2.7.1.11	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XCCTYIAWTASOJW-XVFCMESISA-N+RNBGYGVWRKECFJ-ZXXMMSQZSA-N	PGAVKCOVUIYSFO-XVFCMESISA-N+GSXOAOHZAIYLCY-HSUXUTPPSA-N	
UTP:Sedoheptulose 7-phosphate 1-phosphotransferase EC:2.7.1.11	2.7.1.11	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XCCTYIAWTASOJW-XVFCMESISA-N+OKHXOUGRECCASI-SHUUEZRQSA-N	PGAVKCOVUIYSFO-XVFCMESISA-N+CBIDVWSRUUODHL-QTSLKERKSA-N	
UTP:pyruvate O2-phosphotransferase EC:2.7.1.40	2.7.1.40	False	False	LCTONWCANYUPML-UHFFFAOYSA-N+PGAVKCOVUIYSFO-XVFCMESISA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XCCTYIAWTASOJW-XVFCMESISA-N+DTBNBXWJWCWCIK-UHFFFAOYSA-N	
Ubiquinone biosynthesis COQ7		False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+ONGWDJKIJUAIOD-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+MYMOFIZGZYHOMD-UHFFFAOYSA-N+DLBRMPAESNEOJM-UHFFFAOYSA-N	
Ubiquinone biosynthesis methyltransferase COQ5		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+ZJUKTBDSGOFHSH-WFMPWKQPSA-N+DLBRMPAESNEOJM-UHFFFAOYSA-N	MEFKEPWMEQBLKI-AIRLBKTGSA-O+POYJNCVGTDCCPK-UHFFFAOYSA-N	
Ubiquinone biosynthesis monooxgenase COQ6		False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+POYJNCVGTDCCPK-UHFFFAOYSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+FYLLWSGFAAQKHU-UHFFFAOYSA-N	
Uptake of arachidate by the enterocytes		False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+JYLSVNBJLYCSSW-IBYUJNRCSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+VKOBVWXKNCXXDE-UHFFFAOYSA-N	
Uridine triphosphate pyrophosphohydrolase Pyrimidine metabolism EC:3.6.1.19	3.6.1.19	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+DJJCXFVJDGTHFX-XVFCMESISA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+PGAVKCOVUIYSFO-XVFCMESISA-N	
Uroporphyrinogen I carboxy-lyase Porphyrin and chlorophyll metabolism EC:4.1.1.37	4.1.1.37	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+WIUGGJKHYQIGNH-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+QTTNOSKSLATGQB-UHFFFAOYSA-N	
V-type ATPase, H+ transporting, lysosomal	3.6.3.14	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N	
Very-long-chain-fatty-acid-CoA ligase	6.2.1.7	False	False	MNYDLIUNNOCPHG-FJWDCHQMSA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+CNWPIIOQKZNXBB-VCVMUKOKSA-N	
Vesicular transport		False	False	HOBAELRKJCKHQD-UHFFFAOYSA-N	HOBAELRKJCKHQD-UHFFFAOYSA-N	
Virtual reaction/potential definition	3.5.4.15	False	False	C03020	KDXKERNSBIXSRK-YFKPBYRVSA-N	
Vitamin D-25-hydroxylase (D2)		False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+KJKIIUAXZGLUND-WYBYICLWSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+MYMOFIZGZYHOMD-UHFFFAOYSA-N+MECHNRXZTMCUDQ-FWTXJDITSA-N	
Vitamin D-25-hydroxylase (D3)		False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+JWUBBDSIWDLEOM-DLBXBJKMSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+MYMOFIZGZYHOMD-UHFFFAOYSA-N+QYSXJUFSXHHAJI-RWDMXNMGSA-N	
Vitamin D3 formation		False	False	QYSXJUFSXHHAJI-RWDMXNMGSA-N	YUGCAAVRZWBXEQ-CJJWQTMXSA-N	
Xanthine:NAD+ oxidoreductase Purine metabolism EC:1.17.1.4	1.17.1.4	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+LRFVTYWOQMYALW-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+FDGQSTZJBFJUBT-UHFFFAOYSA-N	
Xanthine:oxygen oxidoreductase Purine metabolism EC:1.17.3.2	1.17.3.2	True	True	MHAJPDPJQMAIIY-UHFFFAOYSA-N+LEHOTFFKMJEONL-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+MYMOFIZGZYHOMD-UHFFFAOYSA-N+LRFVTYWOQMYALW-UHFFFAOYSA-N	
Xanthosine-5-phosphate:ammonia ligase (AMP-forming) Purine metabolism EC:6.3.4.1	6.3.4.1	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+RQFCJASXJCIDSX-UUOKFMHZSA-N	QGZKDVFQNNGYKY-UHFFFAOYSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+DCTLYFZHFGENCW-UUOKFMHZSA-N	
[Acyl-carrier-protein] 4-pantetheine-phosphohydrolase Pantothenate and CoA biosynthesis EC:3.1.4.14	3.1.4.14	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+13534	JDMUPRLRUUMCTL-UHFFFAOYSA-N+16139	
absorption or uptake of 13-docosenoic acid into cells		False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+C16531	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+DPUOLQHDNGRHBS-KTKRTIGZSA-N	
acetate-CoA ligase (ADP-forming)	6.2.1.13	True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+QAQREVBBADEHPA-UXYNFSPESA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+XBDQKXXYIPTUBI-UHFFFAOYSA-N	
acetate-CoA ligase (AMP-forming)	6.2.1.17	True	True	QAQREVBBADEHPA-UXYNFSPESA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+XBDQKXXYIPTUBI-UHFFFAOYSA-N	
acetol monooxygenase		False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+AIJULSRZWUXGPQ-UHFFFAOYSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+XLSMFKSTNGKWQX-UHFFFAOYSA-N	
acetone monooxygenase		False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+XLSMFKSTNGKWQX-UHFFFAOYSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CSCPPACGZOOCGX-UHFFFAOYSA-N	
acetyl-CoA C-acetyltransferase	2.3.1.9	True	False	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+OJFDKHTZOUZBOS-CITAKDKDSA-N	ZSLZBFCDCINBPY-ZSJPKINUSA-N	
acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal	2.3.1.16	False	False	ZSLZBFCDCINBPY-ZSJPKINUSA-N+YMCXGHLSVALICC-GMHMEAMDSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+IQNFBGHLIVBNOU-QSGBVPJFSA-N	
acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal	2.3.1.16	True	True	ZSLZBFCDCINBPY-ZSJPKINUSA-N+KQMZYOXOBSXMII-UHFFFAOYSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+AZCVXMAPLHSIKY-HSJNEKGZSA-N	
acetyl-CoA C-acetyltransferase, mitochondrial	2.3.1.9	True	False	OJFDKHTZOUZBOS-CITAKDKDSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N	ZSLZBFCDCINBPY-ZSJPKINUSA-N	
acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal	2.3.1.16	True	True	ZSLZBFCDCINBPY-ZSJPKINUSA-N+CNKJPHSEFDPYDB-BOJFXZHGSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+HQANBZHVWIDNQZ-GMHMEAMDSA-N	
acetyl-CoA acyltransferase (hexadecanoyl-CoA), peroxisomal	2.3.1.16	False	False	ZSLZBFCDCINBPY-ZSJPKINUSA-N+MNBKLUUYKPBKDU-BBECNAHFSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+LGOGWHDPDVAUNY-LFZQUHGESA-N	
acetyl-CoA acyltransferase (tetracosanoyl-CoA), peroxisomal	2.3.1.16	False	False	ZSLZBFCDCINBPY-ZSJPKINUSA-N+MOYMQYZWIUKGGY-JBKAVQFISA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+VOMUIFOBQMYJPJ-CPIGOPAHSA-N	
acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal	2.3.1.16	True	False	ZSLZBFCDCINBPY-ZSJPKINUSA-N+DUAFKXOFBZQTQE-XVDJLSDJSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+NQMPLXPCRJOSHL-BBECNAHFSA-N	
acetyl-CoA carboxylase		False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+LTYOQGRJFJAKNA-DVVLENMVSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+BVKZGUZCCUSVTD-UHFFFAOYSA-M+ZSLZBFCDCINBPY-ZSJPKINUSA-N	
acetyl-CoA hydrolase	3.1.2.1	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+QTBSBXVTEAMEQO-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZSLZBFCDCINBPY-ZSJPKINUSA-N	
acetyl-CoA synthase (propionate)	6.2.1.16	True	True	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+QAQREVBBADEHPA-UXYNFSPESA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+XBDQKXXYIPTUBI-UHFFFAOYSA-N	
acetyl-CoA synthetase	6.2.1.1	True	True	ZSLZBFCDCINBPY-ZSJPKINUSA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+QTBSBXVTEAMEQO-UHFFFAOYSA-N	
acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase Glycolysis / Gluconeogenesis / Alanine and aspartate metabolism / Pyruvate metabolism EC:2.3.1.12	2.3.1.12	True	True	ZSLZBFCDCINBPY-ZSJPKINUSA-N+VLYUGYAKYZETRF-UHFFFAOYSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+ARGXEXVCHMNAQU-UHFFFAOYSA-N	
acetylornithine deacetylase	3.5.1.16	True	True	QTBSBXVTEAMEQO-UHFFFAOYSA-N+AHLPHDHHMVZTML-BYPYZUCNSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+JRLGPAXAGHMNOL-LURJTMIESA-N	
acid phosphatase (FMN)	3.1.3.2	True	True	NBIIXXVUZAFLBC-UHFFFAOYSA-N+AUNGANRZJHBGPY-SCRDCRAPSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+FVTCRASFADXXNN-SCRDCRAPSA-N	
aconitase	4.2.1.3	True	True	ODBLHEXUDAPZAU-UHFFFAOYSA-N	KRKNYBCHXYNGOX-UHFFFAOYSA-N	
activation of Dodecanedioic acid		False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+TVIDDXQYHWJXFK-UHFFFAOYSA-N	
activation of adipic acid for formation of adipoyl carnitine		False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+SPNAEHGLBRRCGL-BIEWRJSYSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+WNLRTRBMVRJNCN-UHFFFAOYSA-N	
activation of docosanoic acid for transport		False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+NDDZLVOCGALPLR-JEAMVCTESA-J	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+UKMSUNONTOPOIO-UHFFFAOYSA-N	
activation of sebacic acidd		False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+CXMXRPHRNRROMY-UHFFFAOYSA-N	
activation of suberic acid for formation of suberyl carnitine		False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+TYFQFVWCELRYAO-UHFFFAOYSA-N	
activation of succinate		False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+VNOYUJKHFWYWIR-FZEDXVDRSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+KDYFGRWQOYBRFD-UHFFFAOYSA-N	
acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial	1.3.99.12	False	False	PMWATMXOQQZNBX-DJVIHCHSSA-N+YPZRHBJKEMOYQH-UYBVJOGSSA-N	LYNVNYDEQMMNMZ-XGXNYEOVSA-N+VWWQXMAJTJZDQX-UYBVJOGSSA-N	
acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial	1.3.99.2	False	False	KFWWCMJSYSSPSK-CITAKDKDSA-N+YPZRHBJKEMOYQH-UYBVJOGSSA-N	VWWQXMAJTJZDQX-UYBVJOGSSA-N+CRFNGMNYKDXRTN-UHFFFAOYSA-N	
acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial	1.3.99.12	False	False	YPZRHBJKEMOYQH-UYBVJOGSSA-N+NPALUEYCDZWBOV-NDZSKPAWSA-N	VWWQXMAJTJZDQX-UYBVJOGSSA-N+AEWHYWSPVRZHCT-NDZSKPAWSA-N	
acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial	1.3.99.10	False	False	YPZRHBJKEMOYQH-UYBVJOGSSA-N+BXIPALATIYNHJN-ZMHDXICWSA-N	VWWQXMAJTJZDQX-UYBVJOGSSA-N+UYVZIWWBJMYRCD-TVCSPYKZSA-N	
acyl-CoA oxidase (hexadecanoyl-CoA), peroxisomal	1.3.3.6	False	False	MHAJPDPJQMAIIY-UHFFFAOYSA-N+JUPAQFRKPHPXLD-BBECNAHFSA-N	MNBKLUUYKPBKDU-BBECNAHFSA-N+MYMOFIZGZYHOMD-UHFFFAOYSA-N	
acyl-Coenzyme A dehydrogenase family, member 9  Bile acid biosynthesis EC:1.3.3.6	1.3.3.6	False	False	MHAJPDPJQMAIIY-UHFFFAOYSA-N+QVDPWQVOSKJUES-SQEGORTJSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+MNYDLIUNNOCPHG-FJWDCHQMSA-N	
acyl-Coenzyme A oxidase 2, branched chain	1.3.3.6	False	False	VWWQXMAJTJZDQX-UYBVJOGSSA-N+XLYOFNOQVPJJNP-UHFFFAOYSA-N+QVDPWQVOSKJUES-SQEGORTJSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+YPZRHBJKEMOYQH-UYBVJOGSSA-N+MNYDLIUNNOCPHG-SEGQUPMDSA-N	
acylphosphatase	3.6.1.7	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+OSJPPGNTCRNQQC-UWTATZPHSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+LJQLQCAXBUHEAZ-UWTATZPHSA-N	
adenine phosphoribosyltransferase	2.4.2.7	True	True	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	GFFGJBXGBJISGV-UHFFFAOYSA-N+PQGCEDQWHSBAJP-TXICZTDVSA-N	
adenosine kinase		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N+CIKGWCTVFSRMJU-KVQBGUIXSA-N	OIRDTQYFTABQOQ-KQYNXXCUSA-N+HAAZLUGHYHWQIW-KVQBGUIXSA-N	
adenosine kinase, mitochondrial	2.7.1.20	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+OIRDTQYFTABQOQ-KQYNXXCUSA-N	
adenosylhomocysteinase	3.3.1.1	True	True	OIRDTQYFTABQOQ-KQYNXXCUSA-N+FFFHZYDWPBMWHY-VKHMYHEASA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZJUKTBDSGOFHSH-WFMPWKQPSA-N	
adenosylmethionine decarboxylase	4.1.1.50	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+ZUNBITIXDCPNSD-LSRJEVITSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+MEFKEPWMEQBLKI-AIRLBKTGSA-O	
adentylate kinase (GTP)		True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N+QGWNDRXFNXRZMB-UUOKFMHZSA-N	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XKMLYUALXHKNFT-UUOKFMHZSA-N	
adenylate cyclase	4.6.1.1	True	True	XPPKVPWEQAFLFU-UHFFFAOYSA-N+IVOMOUWHDPKRLL-KQYNXXCUSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	
adenylate kinase		True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N	
adenylate kinase (d form)	2.7.4.3	False	False	DAEAPNUQQAICNR-RRKCRQDMSA-N	KHWCHTKSEGGWEX-RRKCRQDMSA-N+SUYVUBYJARFZHO-RRKCRQDMSA-N	
adenylate kinase, mitochondrial	2.7.4.3	True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N	
adenylosuccinate lyase	4.3.2.2	True	True	VZCYOOQTPOCHFL-OWOJBTEDSA-N+NOTGFIUVDGNKRI-UUOKFMHZSA-N	NAQGHJTUZRHGAC-ZZZDFHIKSA-N	
adenylosuccinate synthase	6.3.4.4	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+QGWNDRXFNXRZMB-UUOKFMHZSA-N+OFBHPPMPBOJXRT-DPXQIYNJSA-N	CKLJMWTZIZZHCS-REOHCLBHSA-N+XKMLYUALXHKNFT-UUOKFMHZSA-N+GRSZFWQUAKGDAV-KQYNXXCUSA-N	
adenylyl-selenate kinase	2.7.1.25	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+AZRLZPIFEZUZLW-KQYNXXCUSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+XCADVMZZFPIERR-KQYNXXCUSA-N	
adenylyl-sulfate kinase	2.7.1.25	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+GACDQMDRPRGCTN-KQYNXXCUSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+IRLPACMLTUPBCL-KQYNXXCUSA-N	
